State,Account Length,Area Code,Int'l Plan,VMail Plan,VMail Message,Phone,Day Mins,Eve Mins,Day Calls,Day Charge,Eve Calls,Eve Charge,Night Mins,Night Calls,Night Charge,Intl Mins,Intl Calls,Intl Charge,CustServ Calls,Churn?
IL,127,510,no,no,0,353-3285,220.2,188.4,108,37.43,124,16.01,172.7,113,7.77,11.7,3,3.16,2,0
LA,9,415,no,yes,39,409-9885,214.1,169.2,108,36.4,115,14.38,189.7,117,8.54,10.1,3,2.73,1,0
CO,157,415,no,no,0,388-7701,196,213.4,74,33.32,96,18.14,196.8,81,8.86,7.9,6,2.13,1,0
MI,105,415,no,yes,29,345-2863,179.4,275.4,113,30.5,100,23.41,246.1,105,11.07,10,5,2.7,0,0
NH,155,408,no,no,0,353-6300,216.7,144.3,30,36.84,125,12.27,135.3,106,6.09,10.8,1,2.92,2,0
ID,31,415,no,no,0,389-5649,177.3,152.8,129,30.14,105,12.99,162.9,92,7.33,5.1,2,1.38,0,0
WA,161,415,no,no,0,378-8137,151.6,219.4,117,25.77,87,18.65,224.7,68,10.11,4,5,1.08,1,0
MN,95,408,no,yes,32,340-4627,262.2,165.2,123,44.57,82,14.04,194.3,57,8.74,10.6,5,2.86,0,0
NY,122,415,no,no,0,352-6833,173.6,91.7,110,29.51,84,7.79,211.7,103,9.53,9.7,7,2.62,3,0
MD,37,415,yes,no,0,420-2000,106.6,147.4,76,18.12,89,12.53,235.8,113,10.61,9.6,8,2.59,2,0
HI,119,408,no,yes,24,418-8170,217.2,138.7,94,36.92,52,11.79,139.3,85,6.27,11.3,4,3.05,0,0
AL,16,408,no,no,0,403-9417,209.5,172.8,89,35.62,85,14.69,94.1,102,4.23,8.8,4,2.38,1,0
CT,99,408,no,no,0,330-6165,95.4,207.2,105,16.22,101,17.61,136,117,6.12,5.6,5,1.51,1,0
CO,76,408,no,yes,26,412-4185,214.6,205.2,110,36.48,87,17.44,134.6,140,6.06,8.1,2,2.19,1,0
NJ,129,415,no,no,0,348-9828,168.4,217.1,117,28.63,129,18.45,81.6,100,3.67,11.8,7,3.19,1,0
FL,116,408,no,no,0,418-8850,146.4,176.6,123,24.89,113,15.01,212.6,102,9.57,7.8,5,2.11,1,0
CA,60,415,yes,no,0,330-8351,183,206.7,110,31.11,93,17.57,203.8,119,9.17,11.1,6,3,1,0
KS,128,415,no,no,0,347-7773,103.3,245.9,122,17.56,123,20.9,161.1,95,7.25,6.4,7,1.73,0,0
TX,47,408,no,yes,28,392-6841,112.2,154.8,70,19.07,106,13.16,166.7,105,7.5,10.6,2,2.86,0,0
MN,40,510,yes,no,0,354-2189,170.7,179.1,55,29.02,108,15.22,281.9,89,12.69,8.2,9,2.21,3,0
AK,173,510,no,no,0,349-9060,172.5,142.6,78,29.33,91,12.12,102,63,4.59,10.9,2,2.94,0,0
OR,157,510,no,yes,30,334-1311,194.3,243.2,107,33.03,108,20.67,322.2,114,14.5,7.1,5,1.92,1,0
MS,66,408,no,yes,32,415-3120,187.8,129.8,117,31.93,90,11.03,132.3,113,5.95,12,3,3.24,2,0
VT,50,415,yes,yes,26,387-5891,307.1,289.4,94,52.21,78,24.6,174.9,109,7.87,8,3,2.16,0,0
UT,72,415,no,no,0,368-8026,118.2,167.2,106,20.09,136,14.21,214.2,106,9.64,12.2,3,3.29,3,0
KS,130,510,no,no,0,332-9446,154,205.9,95,26.18,106,17.5,233.7,75,10.52,12.9,1,3.48,1,0
NV,143,408,no,no,0,393-5284,155.5,213.4,101,26.44,89,18.14,237.9,61,10.71,7.6,11,2.05,1,0
DE,89,510,yes,no,0,376-1677,125.6,213,108,21.35,90,18.11,181.7,108,8.18,5.4,5,1.46,1,0
IN,108,415,no,no,0,392-2268,199.3,224.2,104,33.88,92,19.06,140.1,57,6.3,15.2,2,4.1,0,0
TX,32,408,no,no,0,396-4311,157.9,180.8,88,26.84,132,15.37,132.5,102,5.96,12.8,3,3.46,1,0
MA,166,415,no,no,0,363-4005,203.4,167.7,81,34.58,110,14.25,132,124,5.94,9.2,5,2.48,2,0
VT,109,408,no,no,0,344-9966,222.2,218.5,113,37.77,122,18.57,266,88,11.97,10.9,5,2.94,1,0
CA,72,408,no,yes,39,337-7377,92.8,271.2,98,15.78,115,23.05,167.1,83,7.52,5.8,7,1.57,1,0
IA,134,415,no,yes,32,373-7037,216.8,102.2,78,36.86,111,8.69,174,83,7.83,8.6,2,2.32,0,0
NH,13,415,no,no,0,356-7580,193.2,194.4,89,32.84,90,16.52,186.5,104,8.39,9.7,2,2.62,4,0
GA,90,415,no,no,0,390-3401,113.2,189.3,108,19.24,63,16.09,271.8,124,12.23,14.1,4,3.81,3,0
WI,111,415,no,yes,36,350-9313,166.2,238.8,54,28.25,109,20.3,108.8,92,4.9,11.2,2,3.02,3,0
CO,101,408,no,yes,23,420-9009,262.2,157,101,44.57,80,13.35,129.1,100,5.81,7.3,14,1.97,1,0
SC,72,415,no,no,0,415-2641,207.8,195.7,92,35.33,110,16.63,184.8,124,8.32,13.1,4,3.54,0,0
MI,67,510,no,yes,35,392-4929,245.4,148.2,89,41.72,102,12.6,274,136,12.33,7.5,6,2.03,1,0
IN,154,510,no,yes,32,389-2631,192.3,165.3,82,32.69,134,14.05,205,74,9.23,9,1,2.43,2,0
ME,69,510,no,no,0,368-3808,194.2,242.1,122,33.01,81,20.58,215.8,80,9.71,9.7,3,2.62,2,0
DC,123,415,no,no,0,406-8599,211,217,92,35.87,102,18.45,214.8,104,9.67,9.8,7,2.65,3,0
TN,130,415,no,yes,12,386-7456,141.9,228.9,92,24.12,102,19.46,195.1,101,8.78,8.7,5,2.35,0,0
FL,142,415,no,yes,26,357-4936,220.5,239.5,94,37.49,126,20.36,254.3,109,11.44,5.9,9,1.59,2,0
WA,29,415,no,no,0,397-7411,157.4,145,122,26.76,75,12.33,281.8,92,12.68,9.3,2,2.51,1,0
HI,87,408,no,yes,28,353-6218,143.5,223.5,106,24.4,147,19,175.4,69,7.89,11.2,5,3.02,0,0
NE,149,415,no,no,0,369-5942,156,56,56,26.52,116,4.76,163.3,104,7.35,8.9,8,2.4,0,0
TN,146,408,yes,no,0,416-8543,160.1,208.4,63,27.22,112,17.71,177.6,98,7.99,9.2,3,2.48,2,0
VT,48,510,no,no,0,408-2621,188.4,165.9,63,32.03,89,14.1,205.7,71,9.26,13.2,2,3.56,1,0
OR,135,415,no,no,0,353-3994,194.8,235.3,97,33.12,118,20,174.4,126,7.85,11,3,2.97,1,0
IN,100,510,no,no,0,367-4277,247.8,130,117,42.13,95,11.05,134.3,125,6.04,6.9,2,1.86,1,0
MO,98,415,no,no,0,354-3237,221.2,213.6,80,37.6,104,18.16,291.8,89,13.13,11.9,3,3.21,4,0
FL,75,510,no,yes,26,394-8504,118.5,213.9,86,20.15,118,18.18,132.6,99,5.97,13.4,3,3.62,2,0
DC,180,415,no,yes,33,370-4139,231.8,232.9,78,39.41,79,19.8,206.9,121,9.31,7.6,4,2.05,1,0
VT,100,415,no,yes,25,382-6135,215.9,257.9,90,36.7,92,21.92,180.2,157,8.11,11.6,4,3.13,1,0
OH,119,415,no,yes,35,359-5718,217.1,220.8,92,36.91,134,18.77,249.5,93,11.23,8,5,2.16,2,0
MO,86,415,no,no,0,385-3111,83.5,221.1,96,14.2,63,18.79,349.7,75,15.74,12.6,3,3.4,0,0
LA,155,408,no,yes,39,353-4880,183.3,205.1,106,31.16,101,17.43,263.7,90,11.87,5.1,7,1.38,1,0
NJ,153,415,no,no,0,419-6133,193.8,195.3,90,32.95,121,16.6,182.7,108,8.22,8.5,3,2.3,1,0
IA,92,510,no,yes,25,350-7344,134,206,112,22.78,111,17.51,180.6,118,8.13,9.7,4,2.62,0,0
WA,13,510,no,yes,25,397-6064,176.6,172.7,65,30.02,96,14.68,104.5,128,4.7,11.3,5,3.05,2,0
NE,154,415,no,no,0,363-6896,191.4,205.4,93,32.54,119,17.46,205.7,121,9.26,10.2,3,2.75,3,0
CT,144,510,yes,yes,35,416-9021,174.8,219.6,127,29.72,93,18.67,255.8,90,11.51,12.8,3,3.46,0,0
WV,48,408,no,no,0,408-3269,275.2,180.2,67,46.78,108,15.32,159,110,7.15,7.9,2,2.13,1,0
ND,94,408,no,no,0,408-9463,174,241.1,85,29.58,114,20.49,207.8,94,9.35,7.9,1,2.13,1,0
UT,139,415,no,no,0,340-7062,165,249.7,132,28.05,86,21.22,170.3,128,7.66,12.6,8,3.4,1,0
MS,126,415,no,no,0,417-4309,228.7,168.7,102,38.88,99,14.34,223.5,100,10.06,11.8,4,3.19,1,0
MN,122,415,no,no,0,421-2659,107.9,235.8,88,18.34,109,20.04,228.6,119,10.29,9.5,3,2.57,2,0
NH,139,510,no,no,0,383-2017,221.3,157.8,140,37.62,89,13.41,192.5,89,8.66,11.3,6,3.05,1,0
LA,95,415,no,no,0,411-6294,141.1,211.4,84,23.99,108,17.97,103.7,127,4.67,5.9,6,1.59,3,0
ME,80,408,no,yes,31,332-9525,166.4,238.3,92,28.29,74,20.26,150.7,84,6.78,10.7,4,2.89,4,0
KS,131,415,no,yes,28,401-5012,249.6,227.2,87,42.43,138,19.31,239.9,92,10.8,7.6,3,2.05,3,0
KS,36,510,no,no,0,368-8835,178.6,213.1,83,30.36,103,18.11,198,119,8.91,10.9,5,2.94,1,0
NV,180,510,no,no,0,351-1382,139,224.9,96,23.63,64,19.12,170.8,118,7.69,15.7,5,4.24,2,0
MT,25,415,no,no,0,359-7694,134.3,202.3,98,22.83,109,17.2,195.9,100,8.82,12.6,5,3.4,2,0
MT,113,415,no,no,0,419-5505,215.9,240.1,93,36.7,85,20.41,156.7,123,7.05,4.9,5,1.32,3,0
ID,88,415,no,yes,31,341-4570,181.6,213.2,91,30.87,120,18.12,207.8,104,9.35,11.4,4,3.08,1,0
AK,120,415,no,no,0,366-6991,178.4,168.3,97,30.33,113,14.31,120.5,93,5.42,9.3,9,2.51,1,0
UT,74,415,no,no,0,377-7399,106.4,140.2,84,18.09,104,11.92,90.9,81,4.09,11.4,3,3.08,1,0
AR,109,510,no,no,0,377-9092,170.7,240.2,101,29.02,82,20.42,119,112,5.36,11.4,4,3.08,2,0
LA,162,510,no,yes,33,373-6681,184.5,183.2,139,31.37,78,15.57,127.4,106,5.73,12.3,6,3.32,0,0
KS,124,510,no,yes,37,417-7736,161.2,204.2,109,27.4,79,17.36,231.5,87,10.42,8.9,4,2.4,1,0
OR,177,408,no,no,0,393-2812,84.9,257.5,77,14.43,109,21.89,210.5,66,9.47,7.5,5,2.03,2,0
WI,91,510,no,no,0,398-3176,217.9,230.1,71,37.04,116,19.56,232.1,110,10.44,10.6,2,2.86,1,0
IL,48,510,no,no,0,380-5246,128.2,48.1,71,21.79,78,4.09,116.3,80,5.23,8.9,3,2.4,0,0
IA,86,408,no,no,0,390-3873,126.3,168.8,115,21.47,112,14.35,154.6,95,6.96,9.8,7,2.65,2,0
AZ,163,510,no,no,0,354-4568,178.7,215.7,56,30.38,79,18.33,152.7,84,6.87,10.6,2,2.86,4,0
NE,91,510,no,no,0,339-6968,159,255.1,109,27.03,142,21.68,82.4,73,3.71,10.1,4,2.73,0,0
ID,56,510,no,no,0,379-5933,150.9,161.8,79,25.65,87,13.75,167.7,115,7.55,11.7,5,3.16,3,0
OH,147,415,yes,yes,24,365-5682,219.9,208.5,118,37.38,116,17.72,352.5,111,15.86,8.1,4,2.19,3,0
TX,64,415,no,no,0,382-8518,168,192.4,116,28.56,94,16.35,166.5,98,7.49,10.1,3,2.73,2,0
OK,159,510,no,no,0,333-3460,198.8,195.5,107,33.8,91,16.62,213.3,120,9.6,16.5,7,4.46,5,0
ND,136,510,yes,no,0,375-8596,256.8,230.1,90,43.66,104,19.56,143.6,82,6.46,9.1,10,2.46,3,0
MT,116,415,no,yes,35,384-5907,182.8,212.7,122,31.08,119,18.08,193.8,103,8.72,11,2,2.97,1,0
NC,45,408,no,yes,38,373-2903,196.8,254.2,92,33.46,108,21.61,261.8,85,11.78,7.7,2,2.08,1,0
MN,122,415,no,no,0,361-7702,140.1,231.4,120,23.82,128,19.67,188.1,127,8.46,11.2,5,3.02,2,0
MN,138,415,no,no,0,388-5850,194.3,189.9,83,33.03,97,16.14,232.2,102,10.45,9,3,2.43,5,0
MA,132,415,no,no,0,405-6298,117.6,214,66,19.99,108,18.19,239.5,94,10.78,8.8,5,2.38,1,0
PA,101,415,yes,no,0,368-2074,193.7,186.6,108,32.93,98,15.86,223,100,10.04,11.6,8,3.13,0,0
GA,58,510,no,no,0,328-5050,243.1,231.4,105,41.33,108,19.67,180.9,120,8.14,7.8,4,2.11,2,0
NV,81,415,no,no,0,395-5783,145.4,129.3,132,24.72,91,10.99,186.4,109,8.39,5.2,4,1.4,1,0
TX,87,415,no,no,0,420-7301,169.1,169.9,105,28.75,102,14.44,244.9,106,11.02,9.9,10,2.67,3,0
ME,116,510,no,no,0,328-2478,229.3,184.5,93,38.98,111,15.68,168.2,91,7.57,8.8,3,2.38,2,0
RI,85,415,yes,no,0,381-2460,197.2,211.7,97,33.52,115,17.99,210.1,133,9.45,8.3,4,2.24,4,0
NH,90,415,no,no,0,373-5670,76.1,290.3,121,12.94,73,24.68,236.9,89,10.66,10.8,3,2.92,0,0
TN,98,415,no,no,0,351-7016,162.8,185,65,27.68,109,15.73,219.5,104,9.88,6,3,1.62,2,0
UT,73,415,no,no,0,394-9934,182.3,199.2,115,30.99,97,16.93,120.2,113,5.41,18,5,4.86,1,0
RI,107,510,yes,no,0,422-8268,194.4,247.8,83,33.05,84,21.06,245.4,93,11.04,11.2,7,3.02,2,0
NH,55,408,no,yes,20,373-7690,189.3,118.6,95,32.18,113,10.08,250.2,102,11.26,12.5,4,3.38,2,0
AK,76,415,no,yes,22,366-9781,160.1,168.7,107,27.22,136,14.34,23.2,102,1.04,9.5,4,2.57,3,0
NC,30,510,no,no,0,404-5427,145,240.7,76,24.65,112,20.46,197.1,134,8.87,7.1,4,1.92,3,0
AZ,157,415,no,no,0,389-9783,220.7,119.3,105,37.52,127,10.14,165.1,113,7.43,11.5,7,3.11,4,0
TN,72,408,no,no,0,348-2009,147,162.3,79,24.99,103,13.8,162.9,80,7.33,10.5,4,2.84,1,0
WY,95,415,no,yes,39,340-4236,260.8,213.4,130,44.34,111,18.14,195.6,97,8.8,10.1,5,2.73,1,0
IA,42,415,no,no,0,348-1528,155.4,164.1,127,26.42,45,13.95,157.7,128,7.1,9,3,2.43,0,0
IN,86,415,no,no,0,365-5039,166.2,255.3,112,28.25,81,21.7,228.1,97,10.26,5.4,7,1.46,1,0
NJ,131,415,no,no,0,411-1810,211.8,260.5,115,36.01,102,22.14,144.2,96,6.49,10.8,7,2.92,0,0
MT,74,415,no,no,0,335-9066,162.7,292,102,27.66,105,24.82,183.3,80,8.25,8.7,6,2.35,0,0
ND,81,408,yes,yes,37,362-7581,237.1,264.2,76,40.31,125,22.46,271.3,120,12.21,7.9,3,2.13,1,0
MI,81,408,no,no,0,346-1095,166.2,217.6,102,28.25,112,18.5,220.2,68,9.91,13.2,2,3.56,4,0
AL,111,510,no,no,0,390-7863,176.4,201,62,29.99,124,17.09,150.4,138,6.77,11.2,2,3.02,0,0
NV,3,510,no,yes,27,344-2416,67.4,244,116,11.46,78,20.74,281.1,93,12.65,11.4,2,3.08,2,0
FL,68,415,no,yes,24,360-7076,176,277.9,118,29.92,116,23.62,174.7,71,7.86,14.7,7,3.97,1,0
KS,87,510,no,no,0,343-3961,115.4,262.6,90,19.62,68,22.32,245.7,69,11.06,13.1,5,3.54,2,0
MN,109,408,no,no,0,414-7410,162.6,154,138,27.64,109,13.09,209.7,118,9.44,11.5,4,3.11,0,0
RI,111,415,no,no,0,351-2535,229.4,214.1,107,39,99,18.2,289.6,95,13.03,10.4,6,2.81,4,0
UT,144,415,no,no,0,416-9615,139.6,124.2,96,23.73,93,10.56,95.6,75,4.3,15,4,4.05,2,0
SC,109,415,no,yes,46,388-6479,217.5,233.7,123,36.98,84,19.86,163.9,99,7.38,9,3,2.43,4,0
IL,107,415,no,yes,14,390-2755,114.3,199.8,132,19.43,91,16.98,194.7,74,8.76,7.5,8,2.03,1,0
OH,149,408,no,no,0,340-5930,196.3,136.8,108,33.37,96,11.63,154.7,87,6.96,7.7,3,2.08,2,0
MA,56,510,no,no,0,401-3622,253.2,188,95,43.04,116,15.98,142,133,6.39,4.4,4,1.19,1,0
OR,129,408,no,no,0,382-1104,98,240.7,99,16.66,62,20.46,254.8,123,11.47,10.5,4,2.84,0,0
CA,92,408,no,no,0,355-9324,249.4,211.5,118,42.4,95,17.98,169,116,7.61,9.1,3,2.46,0,0
WV,67,415,no,yes,30,393-4843,129.6,233,107,22.03,104,19.81,297,93,13.37,14.5,5,3.92,1,0
VT,120,415,no,no,0,401-4052,221.3,267.6,106,37.62,98,22.75,111.5,80,5.02,9.3,7,2.51,0,0
ID,166,415,no,no,0,385-1830,220.7,177.8,106,37.52,118,15.11,206.1,102,9.27,12.4,9,3.35,1,0
OR,66,408,no,no,0,348-7409,87.6,262,76,14.89,111,22.27,184.6,125,8.31,9.2,5,2.48,1,0
GA,76,408,no,no,0,361-4910,203.6,161.7,61,34.61,127,13.74,175.9,97,7.92,8.4,3,2.27,0,0
ME,79,415,no,no,0,415-6578,213.6,234.9,110,36.31,121,19.97,229.6,157,10.33,8.8,3,2.38,2,0
HI,98,415,no,yes,31,395-5015,181.6,220.7,112,30.87,100,18.76,236.3,121,10.63,12.9,4,3.48,2,0
AZ,141,510,no,yes,22,369-6012,215.4,328.7,123,36.62,98,27.94,160.5,89,7.22,7.8,6,2.11,1,0
IA,46,510,no,no,0,380-5873,199.2,175.1,111,33.86,83,14.88,210.6,84,9.48,10.2,2,2.75,3,0
CT,137,415,no,no,0,372-5384,115,137.8,130,19.55,83,11.71,224,61,10.08,7.3,4,1.97,3,0
VA,10,415,no,no,0,352-5697,222.2,153.1,127,37.77,125,13.01,227.4,80,10.23,12.9,4,3.48,1,0
CO,88,510,no,no,0,373-4274,61.9,262.6,78,10.52,114,22.32,212.5,110,9.56,8.8,2,2.38,3,0
LA,89,415,no,no,0,382-4024,141.1,249.1,92,23.99,126,21.17,136,73,6.12,10.8,2,2.92,2,0
SD,139,510,no,no,0,331-9149,196,186,135,33.32,146,15.81,153,92,6.89,9.8,1,2.65,3,0
VA,87,415,no,no,0,347-3958,171.6,205,119,29.17,107,17.43,170.6,114,7.68,13.8,4,3.73,0,0
NY,137,415,yes,no,0,389-2540,174,161.3,123,29.58,115,13.71,260.7,98,11.73,11.4,3,3.08,2,0
WI,90,415,no,no,0,420-8308,200.9,164.3,92,34.15,91,13.97,249,98,11.21,8.9,7,2.4,1,0
TN,103,415,no,no,0,384-7724,141.3,253.6,123,24.02,87,21.56,215.8,96,9.71,6.4,2,1.73,1,0
CT,100,415,no,no,0,389-2114,235.8,176,130,40.09,69,14.96,63.6,122,2.86,7.3,1,1.97,2,0
WA,110,510,no,no,0,335-4414,185.1,165.1,100,31.47,88,14.03,111.6,104,5.02,6.3,4,1.7,3,0
NH,124,415,no,no,0,370-5361,254.3,78.9,113,43.23,104,6.71,153.2,69,6.89,11.8,2,3.19,2,0
MT,10,510,no,no,0,374-5965,183,214.8,103,31.11,77,18.26,206.4,73,9.29,8.7,6,2.35,2,0
NE,89,415,no,yes,29,420-6414,163.5,274.8,80,27.8,136,23.36,381.9,147,17.19,7.5,5,2.03,2,0
WA,121,408,no,no,0,392-2708,207.9,210.5,98,35.34,96,17.89,109.6,114,4.93,7.7,2,2.08,2,0
WI,101,415,no,no,0,352-7234,248.6,174.9,102,42.26,93,14.87,207.2,86,9.32,6.1,3,1.65,3,0
AR,103,415,no,yes,31,337-9878,185.4,197.6,105,31.52,126,16.8,147.1,110,6.62,14.5,4,3.92,2,0
WI,51,408,no,no,0,350-7288,197.8,221,60,33.63,64,18.79,168.6,134,7.59,8.9,5,2.4,1,0
NH,111,510,no,no,0,392-6331,197.1,227.8,117,33.51,128,19.36,214,101,9.63,9.3,11,2.51,0,0
VA,118,415,no,no,0,392-3315,154.6,184.2,112,26.28,105,15.66,217.4,102,9.78,12.6,5,3.4,2,0
VA,130,408,no,no,0,389-7012,211.2,231.1,119,35.9,120,19.64,220.9,80,9.94,6.3,9,1.7,2,0
TN,114,510,no,no,0,343-3846,172,276.4,145,29.24,101,23.49,193.7,100,8.72,10.1,9,2.73,1,0
AZ,137,415,no,no,0,370-4395,141.1,147.2,91,23.99,100,12.51,254.7,75,11.46,8,7,2.16,2,0
MT,185,408,no,yes,29,422-4394,151.1,244.7,121,25.69,88,20.8,154.4,91,6.95,13.8,2,3.73,2,0
OK,101,408,no,no,0,405-1780,209.6,228.8,107,35.63,96,19.45,172.4,85,7.76,7.6,2,2.05,3,0
ID,95,415,no,yes,32,393-2220,247,125.6,109,41.99,91,10.68,226.5,90,10.19,10.5,4,2.84,3,0
NV,7,408,no,yes,30,355-8299,221.4,165.8,114,37.64,116,14.09,247,105,11.12,10.8,12,2.92,1,0
WY,71,415,no,no,0,409-7034,243.7,60,124,41.43,90,5.1,189,129,8.5,11.3,2,3.05,0,0
MS,124,415,no,no,0,358-1922,251.5,214.2,85,42.76,98,18.21,186.1,71,8.37,11.1,6,3,3,0
TX,28,415,no,no,0,347-1870,159.7,216.7,79,27.15,131,18.42,206.7,116,9.3,9.3,3,2.51,2,0
HI,190,408,no,no,0,380-1096,150.9,268.6,86,25.65,129,22.83,179.9,73,8.1,14.7,1,3.97,1,0
IL,31,415,no,yes,28,396-5790,210.5,250.5,101,35.79,86,21.29,241.6,125,10.87,11.5,2,3.11,1,0
AK,52,415,no,yes,24,356-5244,170.9,201.4,71,29.05,80,17.12,159,124,7.15,4.1,5,1.11,2,0
MD,73,510,no,no,0,341-1412,254.7,90.2,80,43.3,79,7.67,153.4,60,6.9,10.6,8,2.86,0,0
NC,111,408,no,no,0,338-6550,224.9,191.9,117,38.23,127,16.31,229.9,97,10.35,10.3,3,2.78,0,0
VT,59,408,no,no,0,357-5801,151.8,209.9,98,25.81,92,17.84,266.9,86,12.01,11.9,5,3.21,1,0
KY,71,510,no,yes,22,403-1953,141.4,163,107,24.04,105,13.86,220,99,9.9,5.6,3,1.51,2,0
LA,13,415,no,no,0,388-9653,58.4,262.2,121,9.93,64,22.29,159,115,7.15,11.9,5,3.21,1,0
WA,136,415,no,yes,16,359-2915,90.4,201.3,105,15.37,109,17.11,227.1,115,10.22,13.1,4,3.54,0,0
ME,123,408,no,no,0,381-4562,114.4,216.6,91,19.45,123,18.41,250.6,102,11.28,11,3,2.97,0,0
WI,105,408,no,no,0,406-2213,147.7,222.7,103,25.11,78,18.93,163.5,102,7.36,12.8,3,3.46,2,0
TX,50,408,no,yes,31,330-6436,302.7,240.5,93,51.46,119,20.44,193.9,103,8.73,13.6,14,3.67,3,0
IA,118,415,no,no,0,332-4289,136.1,204.2,120,23.14,103,17.36,228.2,90,10.27,11.3,4,3.05,1,0
AZ,97,408,no,no,0,386-3596,169.7,165.9,84,28.85,86,14.1,191.9,83,8.64,12.8,6,3.46,3,0
ND,51,510,no,no,0,337-3740,227.2,194.4,89,38.62,106,16.52,243.4,126,10.95,14.9,2,4.02,0,0
HI,35,415,no,no,0,349-7291,124.2,123.9,102,21.11,115,10.53,135.7,100,6.11,13.1,8,3.54,2,0
WY,64,415,no,no,0,385-1985,206.2,232.4,76,35.05,76,19.75,251.6,96,11.32,13.6,2,3.67,1,0
WV,63,510,no,no,0,329-7102,132.9,67,122,22.59,62,5.7,160.4,121,7.22,9.9,2,2.67,3,0
OK,117,415,no,yes,31,394-2553,104.9,237.6,115,17.83,125,20.2,263.4,104,11.85,7.7,6,2.08,3,0
UT,162,408,no,no,0,398-1959,184.5,224,118,31.37,95,19.04,180.5,82,8.12,11.6,3,3.13,1,0
NY,89,415,no,no,0,408-7015,89.5,179.3,66,15.22,104,15.24,225.1,116,10.13,12.3,1,3.32,3,0
VA,94,415,yes,no,0,384-9254,235.6,194.8,131,40.05,107,16.56,170.6,93,7.68,8.6,4,2.32,1,0
VT,129,408,no,no,0,355-9475,186,262.3,127,31.62,96,22.3,98.9,63,4.45,11.5,6,3.11,4,0
SD,86,415,no,no,0,334-1337,223.9,155.7,75,38.06,109,13.23,150.2,143,6.76,7.3,9,1.97,1,0
PA,96,510,no,no,0,359-1441,179.5,162.3,125,30.52,139,13.8,264.5,133,11.9,6.6,2,1.78,1,0
ND,190,415,no,no,0,391-5442,169.4,253.5,102,28.8,113,21.55,197.1,93,8.87,8.9,5,2.4,1,0
CT,80,408,no,no,0,374-1551,118.1,144.3,90,20.08,77,12.27,225.1,86,10.13,8.2,6,2.21,1,0
MI,97,408,no,yes,32,337-4749,168.4,225.9,129,28.63,97,19.2,191.8,95,8.63,8.5,7,2.3,0,0
VT,84,415,no,yes,42,403-5552,214.3,188.2,112,36.43,107,16,333.5,117,15.01,11.3,10,3.05,0,0
VT,131,415,no,yes,34,364-9240,156.6,71,134,26.62,95,6.04,261.7,120,11.78,13.4,10,3.62,1,0
IL,58,415,yes,yes,43,404-9348,142.8,272.3,96,24.28,100,23.15,193.4,105,8.7,8.9,4,2.4,1,0
MO,36,415,no,no,0,336-1462,202.4,230.7,115,34.41,115,19.61,202,127,9.09,10.2,2,2.75,3,0
WI,54,415,no,no,0,364-8981,116.8,123.1,119,19.86,123,10.46,217.5,101,9.79,12,2,3.24,1,0
NJ,45,510,no,no,0,412-7606,155.7,260.3,110,26.47,103,22.13,192.2,98,8.65,11,1,2.97,1,0
GA,125,415,no,yes,39,380-6342,236.1,289.2,107,40.14,110,24.58,175.4,107,7.89,9.1,4,2.46,2,0
VT,72,415,no,yes,21,418-3017,138.1,260.1,113,23.48,83,22.11,135.4,118,6.09,8.2,2,2.21,2,0
CT,141,408,no,no,0,367-3648,51.9,162,108,8.82,83,13.77,223.5,115,10.06,10.1,3,2.73,3,0
AZ,113,510,no,no,0,341-5892,81.3,220.6,116,13.82,124,18.75,235.7,113,10.61,8.9,3,2.4,0,0
SD,20,415,no,yes,35,334-4678,171.5,153.1,98,29.16,127,13.01,165.6,125,7.45,7.1,3,1.92,0,0
CT,212,415,no,no,0,366-6751,126,144.3,96,21.42,80,12.27,302.8,102,13.63,7.6,3,2.05,1,0
IN,99,415,yes,no,0,397-8512,197.2,156,127,33.52,92,13.26,204.1,99,9.18,9.9,6,2.67,4,0
OH,94,510,no,no,0,367-9495,194.1,227.2,62,33,54,19.31,190.4,115,8.57,15.3,4,4.13,1,0
NY,40,510,no,no,0,379-2991,115.7,127.8,105,19.67,113,10.86,107.5,91,4.84,9.3,6,2.51,1,0
NE,86,510,no,yes,29,356-4832,157.2,196.3,118,26.72,136,16.69,226.7,109,10.2,8.4,5,2.27,3,0
NC,170,415,no,no,0,366-4444,246.4,228.1,107,41.89,124,19.39,166.4,95,7.49,9.1,8,2.46,0,0
HI,105,510,no,no,0,394-3806,227.4,268.5,121,38.66,89,22.82,143.3,82,6.45,13,4,3.51,1,0
UT,103,415,no,no,0,368-5647,189.8,115.5,110,32.27,83,9.82,191.3,103,8.61,12.2,4,3.29,0,0
MD,140,415,yes,yes,27,412-1076,188.9,160.9,124,32.11,102,13.68,197.7,100,8.9,11.5,5,3.11,4,0
VT,101,510,no,no,0,413-7655,0,192.1,0,0,119,16.33,168.8,95,7.6,7.2,4,1.94,1,0
TX,98,408,no,yes,19,371-2316,110.5,227.8,87,18.79,97,19.36,243.6,84,10.96,11,4,2.97,1,0
AZ,104,408,no,no,0,420-3346,167.6,219.2,116,28.49,112,18.63,215.9,94,9.72,11.7,2,3.16,4,0
VA,115,415,no,no,0,367-3971,132,197.5,90,22.44,75,16.79,175.8,114,7.91,0,0,0,3,0
